56.97	347389856.0
57.558	358764000.0
58.224	372765184.0
58.996	388747616.0
59.856	407576448.0
60.728	428198336.0
61.748	451375680.0
62.73	477682976.0
63.754	505404544.0
64.726	533752416.0
65.632	565492416.0
66.6	598669696.0
67.324	630013184.0
68.038	664548224.0
68.674	699059840.0
69.176	732134464.0
69.616	763906752.0
69.886	795401280.0
70.132	826442496.0
70.366	854591296.0
70.558	881712448.0
70.804	907996544.0
70.884	932439040.0
70.94	955839296.0
71.054	977045376.0
71.128	997920064.0
71.15	1016535424.0
71.234	1034643008.0
71.256	1051583616.0
71.326	1066939520.0
71.33	1082022144.0
71.376	1095354368.0
71.388	1107613184.0
71.38	1118923904.0
71.384	1129856256.0
71.364	1140488704.0
71.354	1149325568.0
71.368	1157967872.0
71.376	1166317568.0
