63.28	632030592.0
63.938	659751168.0
64.68	693990016.0
65.522	731425152.0
66.416	774278016.0
67.252	825216192.0
68.2	884465728.0
69.034	950493760.0
69.868	1021503744.0
70.606	1096955136.0
71.342	1174639360.0
72.12	1262644992.0
72.702	1348188544.0
73.166	1433759744.0
73.57	1522364416.0
73.83	1607962624.0
74.0	1691670016.0
74.142	1772325248.0
74.158	1849176576.0
74.288	1923498624.0
74.364	1993959936.0
74.432	2061912576.0
74.492	2126143616.0
74.528	2185287936.0
74.518	2241732352.0
74.532	2294834944.0
74.554	2344287488.0
74.576	2389859072.0
74.59	2433212672.0
74.634	2472777728.0
74.642	2510401280.0
74.646	2544738304.0
74.628	2579431424.0
74.634	2610486528.0
74.622	2637809152.0
74.616	2665854720.0
74.624	2688795136.0
74.632	2711407104.0
74.628	2734687232.0
